gene_name	sup_latent	pel_latent	pvalue
1	2.1804238529728606	2.5117999480138256	0.994
2	0.8750471282447173	2.57894313068345	1
3	2.2202819722880074	2.887435291680365	1
4	0.3006417639130222	1.252877974242691	1
5	0.5191683297995076	0.2565641202193292	0.1255
6	5.797404419050001	5.3918244865093605	0
7	0.7068121113156818	2.126048258795793	1
8	1.2770161912115237	2.004830796253816	1
9	7.557822661545293	6.641540051180886	0
10	6.46642301949583	5.575353528927332	0
11	5.76279992888081	5.845210371274368	0.805
12	0.3621012461810316	0.7774805673717382	0.9715
13	3.292553404567017	2.6837170859082393	0
14	-0.4670168022478218	0.5527022380428045	0.9995
15	5.814289790776819	6.656360212478085	1
16	0.11164347157763133	0.8435655775117148	1
17	4.147566443481756	4.392848141794397	0.9945
18	1.7467149375321296	1.2714639357786146	0.0015
19	3.870342010118293	3.865083261194055	0.4745
20	2.128214980682081	2.3981954922246134	0.9835
21	3.136998776179799	5.373853359962443	1
22	3.1688004306672966	2.9272330955017836	0.015
23	0.9522618755136275	-0.37800207232412864	0
24	1.827413336311279	2.224265469103801	0.999
25	1.3466916239503135	1.783934202337374	0.999
26	2.2055447592783226	0.7857855684978178	0
27	3.8716218920831205	4.41295852126305	1
28	-0.36830919054307576	0.6416444598158759	1
29	-1.5929254469778642	-0.45112894020552596	0.998
30	1.6685721569518872	2.57027707857716	1
31	6.595606148506632	3.691289093829692	0
32	-0.8638690511404674	-1.5404337796830396	0.069
33	0.8544435767055174	2.9388020568808138	1
34	0.013332294731231951	1.2568453524620637	1
35	-0.1217459323459025	2.344923081199736	1
36	4.657293578175983	6.0990680112824975	1
37	2.9424143087419425	5.197249491285875	1
38	3.9599000773198325	5.8415452743072205	1
39	2.960660162445338	4.042685912585649	1
40	4.08820031585042	4.697542287153549	1
41	3.3687025482261967	2.212991670544855	0
42	4.420599704959326	4.929244208286336	1
43	4.317605203922003	5.348153326060729	1
44	3.760622512441998	3.0149548786705216	0
45	5.109530572847208	5.184628617268304	0.7475
46	2.313572256932037	1.565288987584323	0
47	4.064621793412622	3.2207042411244475	0
48	6.762688009988807	5.2395265217936196	0
49	5.06513791009403	4.438513394335694	0
50	5.841896596595546	5.811294115412919	0.3805
51	4.408125252561636	5.680047404301941	1
52	2.588681493806986	1.1332671180890557	0
53	1.573928310384185	2.404932315531725	1
54	4.827466239519874	4.024286939126851	0
55	3.5930631953575807	3.526902516081138	0.268
56	5.933511955804876	4.961801764596892	0
57	3.5918127719041024	3.857592277277246	0.9965
58	-1.6537178085414639	-1.6804141690972227	0.485
59	6.324662971314021	5.854830015158602	0
60	5.984839102695209	6.8918405731006604	1
61	1.8527085196650548	0.5993727545841532	0
62	3.171016154162412	2.93002306719917	0.0165
63	3.916811830294577	4.061311071337254	0.918
64	4.788975857918541	3.8862100688220664	0
65	0.12452015910686384	1.6228064996509228	1
66	2.505013842925584	1.3147750064069754	0
67	0.4902129472284297	0.9180981756637258	0.9855
68	2.4628630961018123	1.0826155778433577	0
69	1.417907407205471	0.02072980691762515	0
70	0.7597478324539219	0.30118836061710474	0.018
71	-0.30778856097167506	1.5526130287958861	1
72	2.536014583001352	3.2142542668035445	1
73	3.5284262007530023	4.041166787818819	1
